title,venue,description,url,Participatory,Quirky,DatingFunVibe,KidFriendly,TotalScore,Tag,PickForNewsletter
The Match Tickets,Cabaret,"Spend your Friday night right with  ""THE MATCH""! Watch as dynamic pairs of improvisers team up to create unforgettable scenes on the spot! Quick wit, bold choices, and pure comedy GOLD, this is a match you won't want to miss!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Match?ev=2025-08-08T20%3A00%3A00,3.0,8,7,4,22,,
Sunthar V - Millennial Trauma + Gen Z Drama Tickets,Cabaret,"Fresh off their sold-out European tour, comedians
Sunthar V and Me2Chat
bring their hit show back to Toronto for a summer edition.
It’s Millennials vs. Gen Z — again. Expect passive-aggressive texts, TikTok therapy, side parts, main character syndrome, and one long group chat nobody knows how to leave.
If you've ever felt too old for BeReal but too young to own property, this show’s for you.
Hot takes. Cold drinks. Same generational trauma — now with more daylight.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Sunthar-V-Millennial-Trauma-Gen-Z-Drama?ev=2025-08-08T21%3A00%3A00,3.0,8,7,2,20,,
CRUSH CITY Tickets,Cabaret,"Welcome to CRUSH CITY, the hilarious, non-stop Saturday night improv show featuring a rotating cast of the city’s absolute best improvisers absolutely CRUSHING it! It's fast and funny ""
Whose Line Is It Anyway
"" style comedy by Toronto's fastest and funniest...This. Show. Will. Crush.
Groups & Event Bookings
Planning a group outing or special event?
For bookings or inquiries for groups of 10 or more, please contact us at
events@comedybar.ca
We can't wait to laugh with you and your group!
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/crush-city-comedy?ev=2025-08-09T20%3A00%3A00,3.0,8,7,2,20,,
Burnin’ Up Tickets,Cabaret,"Toronto’s hottest improvisers are turning up the heat in BURNIN’ UP, the wildest improv show in the city!
No two nights are the same as these powerhouse improvisers unleash a brand new longform improv format every show. From jaw-dropping narratives to mind-bending experimental forms, they’re making it up, burning it down, and leaving it all on stage.
Whether you're a die-hard improv fan or a total newbie, you’ll be on the edge of your seat, sweating with laughter, as Toronto’s top-tier comedy talent shows off just how far improv can go.
Featuring an opening set from CB PRO House Teams, this is a show NOT to be missed!
Created by Sarah Hillier & Produced by Comedy Bar Danforth
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/Burnin-Up?ev=2025-08-08T21%3A30%3A00,2.0,8,7,3,20,,
Shuler King Tickets,Cabaret,"Comedian Shuler King was born Frank Williams III in Sumter, South Carolina. He knew at an early age that he was destined to be an entertainer especially since he was the kid known for cracking jokes. King grew up in a traditional 2-parent household in the Bible Belt of the South, where Faith, Hard Work and Education were the foundations of what his parents imparted on him and his two siblings.
Comedy is his passion, but he has taken a rather unusual path to get to where he is thus far. He graduated from the University of South Carolina with a B.A. in Media Arts where he joined The Mighty Illustrious Zeta Zeta Chapter of Omega Psi Phi Fraternity, Incorporated.  In 2013 he graduated from Gupton Jones Mortuary College with a degree in Mortuary Science. When he isn’t on the road performing at comedy clubs and special events across the country, King works as a licensed funeral director and embalmer in Georgia and South Carolina at his family’s funeral business in South Carolina. He wants to keep his family’s business and legacy alive. He’s probably the only Comedian/Funeral Director on the comedy circuit.
King has opened for some of the most notable and talented comedians and comediennes in the industry.  He credits his parents strict yet loving upbringing, his harsh surroundings growing up and the state of the country today with giving him his comedic style, which he describes as RAW.  King says “Comedy isn’t about being happy all the time. Comedy is just as much about pain that people endure.  When you hear 20,000 people in an arena laugh at a joke it’s because they all can relate to experiencing that same pain”. His comedy career began while he was a Freshman in college, after he took the stage for the very first time at the NCO Club on a military base and the rest is history. King is one of the most energetic rising comedians in the business.
Although the comedy business can be very tough and filled with ups and downs, King credits his unwavering Faith in God as the calming force in his life which keeps him pushing forward. His hilarious videos he posts on his social media have quickly become fan favorites. His recent video post about Donald Trump went viral and was even played on a UK television show. The future is definitely bright for King.
Curious about the different ticket types? This show uses
THIS SEATING PLAN
PLEASE NOTE:
Shows marked 'Special Event' may be excluded from our refund policy; in which case all sales are final.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/shuler-king?ev=2025-08-09T21%3A00%3A00,2.0,8,6,3,19,,
Saturday Spotlights Tickets,Cabaret,"Saturday Spotlights highlights 3 dynamic voices in Toronto's comedy scene serving up their best material and sets for your enjoyment. Guaranteed night of laughs featuring a rotating lineup of comedians as seen on JFL, CRAVE, CBC Gem, and the Winnipeg Comedy Festival.
Tickets are $23, $25 at the door
Groups & Event Bookings
Planning a group outing or special event?
For bookings or inquiries for groups of 10 or more, please contact us at events@comedybar.ca
We can't wait to laugh with you and your group!
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/saturday-spotlights?ev=2025-08-09T21%3A30%3A00,2.0,7,8,2,19,,
Sunthar V - Millennial Trauma + Gen Z Drama Tickets,Cabaret,"Fresh off their sold-out European tour, comedians
Sunthar V and Me2Chat
bring their hit show back to Toronto for a summer edition.
It’s Millennials vs. Gen Z — again. Expect passive-aggressive texts, TikTok therapy, side parts, main character syndrome, and one long group chat nobody knows how to leave.
If you've ever felt too old for BeReal but too young to own property, this show’s for you.
Hot takes. Cold drinks. Same generational trauma — now with more daylight.
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/Sunthar-V-Millennial-Trauma-Gen-Z-Drama?ev=2025-08-10T16%3A00%3A00,3.0,9,7,2,21,,
STUDIO MONDAYS Tickets,Cabaret,"Three sets, one night, limitless laughter!
First experience the magic and hilarity of Longform Improv with ""Longform Night"" a completely improvised narrative inspired by your suggestion and guaranteed laughs every single time!
Then prepare to be amazed with a set from CB PRO Troupes! Will it be an original, longform improv format? Will it be a sampling of hilarious sketch comedy? You never know unless you come to the show! Will it be good? Oh yeah, it's TROUPES, it'll be awesome!
Then, indulge in absolute comedy chaos with The Jim-Jam, a bucket-style improv jam for ALL, no experience necessary! Finally, a 3-4-1 comedy night and your chance to jump onstage and join in on the fun!
*Must enter name into bucket by 8:30pm to play in the improv jim-jam!
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/studio-mondays?ev=2025-08-11T20%3A30%3A00,9.0,8,7,3,27,,
COMEDY BAR’S HOT MIC Tickets,Cabaret,"Get ready for the hottest night of the week at Comedy Bar’s Hot Mic - where exciting, emerging talent take the stage to sizzle with fresh, fiery comedy. Our pro host ignites the laughter, and our rising stars turn up the heat by serving up the funniest punchlines in town. Plus, don’t forget to add your name to the bucket to join the laughter on stage! Don’t miss the comedy hot spot every Tuesday at 8:30pm in Comedy Bar Danforth’s sizzling Studio Theatre! 🔥🎤
*Must enter name in bucket by 8:30pm.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/comedy-bars-hot-mic?ev=2025-08-12T20%3A30%3A00,8.0,7,7,2,24,,
The Muslim Girl Show Tickets,Cabaret,"The Muslim girl show was created August 2023! This is the second anniversary of the show, right where the it started at this very comedy bar. Come join Sagal Ali as she goes to through her life journey through comedy with her opening act Desiree Walsh and host Zara Rahman. Join us for 1hr of A Muslim friendly, Women friendly, Comedy show open for EVERYONE to watch!!!!
$23 online, $25 at the door
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Muslim-Girl-Show?ev=2025-08-13T19%3A00%3A00,3.0,6,5,2,16,,
Gaspare Randazzo Tickets,Cabaret,"Gaspare Randazzo is a NYC high school teacher in his 13th year in the classroom. When he’s not in the classroom, you can find Gaspare doing Stand Up Comedy all around the country where he talks about his life as a teacher and his experiences dealing with students from all walks of life. In addition to stand up comedy and teaching, Gaspare recently starred in the Netflix show “The Trust” and co-hosts “The Social Studies Podcast” along with Joe Dombrowski. You can find him on all social media platforms at StandUpRandazzo.
ACCESSIBILITY
Comedy Bar Danforth is an accessible venue with an elevator to basement level. Accessible washrooms are located on both levels.
The use of smoke machines and strobe, flashing lights or lasers may occur during performances.",https://comedybar.ca/shows/gaspare-randazzo?ev=2025-08-14T19%3A00%3A00,3.0,7,7,2,19,,
The Match Tickets,Cabaret,"Spend your Friday night right with  ""THE MATCH""! Watch as dynamic pairs of improvisers team up to create unforgettable scenes on the spot! Quick wit, bold choices, and pure comedy GOLD, this is a match you won't want to miss!
VENUE INFORMATION AVAILABLE
HERE",https://comedybar.ca/shows/The-Match?ev=2025-08-15T20%3A00%3A00,3.0,8,7,4,22,,
